"Date","Snow Surface Temperature (deg. F)","Mean Snow Pack Temperature (deg. F)","6-ft Air Temperature Forcing (deg. F)","Observed Air Temperature (deg. F)","Observed Dew Point Temperature (deg. F)","Date w/o Time","Hour","Forecasted from 0 UTC"
"2023-10-27 13:00:00",,,23.63,,11.97,"2023-10-27","13","n"
"2023-10-27 14:00:00",,,21.11,18.88,15.04,"2023-10-27","14","n"
"2023-10-27 15:00:00",,,29.03,,19.08,"2023-10-27","15","n"
"2023-10-27 16:00:00",,,34.61,,25.02,"2023-10-27","16","n"
"2023-10-27 17:00:00",,,35.87,35.89,35.89,"2023-10-27","17","n"
"2023-10-27 18:00:00",,,39.65,39.45,34.36,"2023-10-27","18","n"
"2023-10-27 19:00:00",,,45.77,,25.34,"2023-10-27","19","n"
"2023-10-27 20:00:00",,,50.45,,22.51,"2023-10-27","20","n"
"2023-10-27 21:00:00",,,54.77,,,"2023-10-27","21","n"
"2023-10-27 22:00:00",,,53.15,51.04,,"2023-10-27","22","n"
"2023-10-27 23:00:00",,,55.31,53.06,,"2023-10-27","23","n"
"2023-10-28 00:00:00",,,56.75,56.88,20.75,"2023-10-28","00","n"
"2023-10-28 01:00:00",,,53.15,55.45,11.82,"2023-10-28","01","n"
"2023-10-28 02:00:00",,,47.21,48.60,14.04,"2023-10-28","02","n"
"2023-10-28 03:00:00",,,41.63,42.37,16.07,"2023-10-28","03","n"
"2023-10-28 04:00:00",,,37.49,38.19,15.46,"2023-10-28","04","n"
"2023-10-28 05:00:00",,,34.43,34.39,10.53,"2023-10-28","05","n"
"2023-10-28 06:00:00",,,32.27,31.69,8.35,"2023-10-28","06","n"
"2023-10-28 07:00:00",,,30.47,29.10,7.43,"2023-10-28","07","n"
"2023-10-28 08:00:00",,,28.13,26.51,8.83,"2023-10-28","08","n"
"2023-10-28 09:00:00",,,27.59,26.35,7.83,"2023-10-28","09","n"
"2023-10-28 10:00:00",,,26.69,28.45,8.58,"2023-10-28","10","n"
"2023-10-28 11:00:00",,,25.07,25.00,7.29,"2023-10-28","11","n"
"2023-10-28 12:00:00",,,25.61,25.57,8.02,"2023-10-28","12","n"
"2023-10-28 13:00:00",,,26.15,26.01,8.19,"2023-10-28","13","n"
"2023-10-28 14:00:00",,,26.51,26.69,8.65,"2023-10-28","14","n"
"2023-10-28 15:00:00",,,26.33,25.88,7.45,"2023-10-28","15","n"
"2023-10-28 16:00:00",,,31.73,30.67,9.68,"2023-10-28","16","n"
"2023-10-28 17:00:00",,,37.49,36.70,10.53,"2023-10-28","17","n"
"2023-10-28 18:00:00",,,39.29,38.50,11.59,"2023-10-28","18","n"
"2023-10-28 19:00:00",,,41.45,40.89,12.69,"2023-10-28","19","n"
"2023-10-28 20:00:00",,,42.89,42.44,11.71,"2023-10-28","20","n"
"2023-10-28 21:00:00",,,43.43,43.07,12.42,"2023-10-28","21","n"
"2023-10-28 22:00:00",,,43.07,43.14,11.98,"2023-10-28","22","n"
"2023-10-28 23:00:00",,,41.81,41.83,12.70,"2023-10-28","23","n"
"2023-10-29 00:00:00",,,39.29,39.61,13.01,"2023-10-29","00","n"
"2023-10-29 01:00:00",,,35.87,36.57,12.49,"2023-10-29","01","n"
"2023-10-29 02:00:00",,,32.45,32.90,10.94,"2023-10-29","02","n"
"2023-10-29 03:00:00",,,30.65,31.24,9.97,"2023-10-29","03","n"
"2023-10-29 04:00:00",,,29.21,29.57,9.28,"2023-10-29","04","n"
"2023-10-29 05:00:00",,,26.87,28.00,9.05,"2023-10-29","05","n"
"2023-10-29 06:00:00",,,24.35,24.67,8.56,"2023-10-29","06","n"
"2023-10-29 07:00:00",,,21.11,20.98,7.00,"2023-10-29","07","n"
"2023-10-29 08:00:00",,,19.49,18.93,5.45,"2023-10-29","08","n"
"2023-10-29 09:00:00",,,18.23,16.79,4.35,"2023-10-29","09","n"
"2023-10-29 10:00:00",,,16.79,15.85,5.04,"2023-10-29","10","n"
"2023-10-29 11:00:00",,,18.41,,3.83,"2023-10-29","11","n"
"2023-10-29 12:00:00",,,14.99,13.05,3.20,"2023-10-29","12","n"
"2023-10-29 13:00:00",,,18.23,,1.24,"2023-10-29","13","n"
"2023-10-29 14:00:00",,,18.59,,2.14,"2023-10-29","14","n"
"2023-10-29 15:00:00",,,19.67,,0.88,"2023-10-29","15","n"
"2023-10-29 16:00:00",,,26.15,,3.97,"2023-10-29","16","n"
"2023-10-29 17:00:00",,,29.57,28.13,10.00,"2023-10-29","17","n"
"2023-10-29 18:00:00",,,32.81,30.58,15.01,"2023-10-29","18","n"
"2023-10-29 19:00:00",,,40.19,,15.33,"2023-10-29","19","n"
"2023-10-29 20:00:00",,,42.89,,14.52,"2023-10-29","20","n"
"2023-10-29 21:00:00",,,46.13,,14.88,"2023-10-29","21","n"
"2023-10-29 22:00:00",,,46.49,44.35,12.60,"2023-10-29","22","n"
"2023-10-29 23:00:00",,,48.83,47.84,11.61,"2023-10-29","23","n"
"2023-10-30 00:00:00",,,49.19,49.98,11.95,"2023-10-30","00","n"
"2023-10-30 01:00:00",,,44.69,46.89,0.32,"2023-10-30","01","n"
"2023-10-30 02:00:00",,,37.85,38.34,2.01,"2023-10-30","02","n"
"2023-10-30 03:00:00",,,33.35,33.33,4.41,"2023-10-30","03","n"
"2023-10-30 04:00:00",,,30.47,30.38,3.70,"2023-10-30","04","n"
"2023-10-30 05:00:00",,,28.31,28.02,3.22,"2023-10-30","05","n"
"2023-10-30 06:00:00",,,24.71,24.30,2.25,"2023-10-30","06","n"
"2023-10-30 07:00:00",,,21.11,20.26,0.52,"2023-10-30","07","n"
"2023-10-30 08:00:00",,,22.37,,0.23,"2023-10-30","08","n"
"2023-10-30 09:00:00",,,17.15,14.88,-0.65,"2023-10-30","09","n"
"2023-10-30 10:00:00",,,15.53,14.99,0.36,"2023-10-30","10","n"
"2023-10-30 11:00:00",,,14.27,14.09,0.57,"2023-10-30","11","n"
"2023-10-30 12:00:00",,,14.09,12.60,0.52,"2023-10-30","12","n"
"2023-10-30 13:00:00",,,15.53,,0.23,"2023-10-30","13","n"
"2023-10-30 14:00:00",,,20.03,,0.05,"2023-10-30","14","n"
"2023-10-30 15:00:00",,,20.39,,-0.06,"2023-10-30","15","n"
"2023-10-30 16:00:00",,,30.29,,4.46,"2023-10-30","16","n"
"2023-10-30 17:00:00",,,32.09,31.17,11.37,"2023-10-30","17","n"
"2023-10-30 18:00:00",,,36.41,35.82,15.85,"2023-10-30","18","n"
"2023-10-30 19:00:00",,,44.51,,19.04,"2023-10-30","19","n"
"2023-10-30 20:00:00",,,46.85,,17.17,"2023-10-30","20","n"
"2023-10-30 21:00:00",,,51.89,,13.17,"2023-10-30","21","n"
"2023-10-30 22:00:00",,,55.31,,10.81,"2023-10-30","22","n"
"2023-10-30 23:00:00",,,53.51,51.58,0.97,"2023-10-30","23","n"
"2023-10-31 00:00:00",,,53.69,53.37,9.23,"2023-10-31","00","n"
"2023-10-31 01:00:00",,,49.91,51.21,,"2023-10-31","01","n"
"2023-10-31 02:00:00",,,45.41,48.11,0.52,"2023-10-31","02","n"
"2023-10-31 03:00:00",,,39.83,42.82,-8.88,"2023-10-31","03","n"
"2023-10-31 04:00:00",,,35.69,38.41,-2.29,"2023-10-31","04","n"
"2023-10-31 05:00:00",,,31.19,32.14,-1.23,"2023-10-31","05","n"
"2023-10-31 06:00:00",,,28.67,29.23,-0.76,"2023-10-31","06","n"
"2023-10-31 07:00:00",,,26.69,27.43,-1.93,"2023-10-31","07","n"
"2023-10-31 08:00:00",,,25.79,24.73,-4.00,"2023-10-31","08","n"
"2023-10-31 09:00:00",,,23.63,21.99,-4.11,"2023-10-31","09","n"
"2023-10-31 10:00:00",,,20.39,21.27,-4.29,"2023-10-31","10","n"
"2023-10-31 11:00:00",,,18.23,19.71,-4.27,"2023-10-31","11","n"
"2023-10-31 12:00:00",,,18.05,18.86,-3.87,"2023-10-31","12","n"
"2023-10-31 13:00:00",,,18.41,18.23,-2.74,"2023-10-31","13","n"
"2023-10-31 14:00:00",,,17.69,18.41,-0.47,"2023-10-31","14","n"
"2023-10-31 15:00:00",,,17.51,17.69,-1.07,"2023-10-31","15","n"
"2023-10-31 16:00:00",,,28.85,,2.23,"2023-10-31","16","n"
"2023-10-31 17:00:00",,,34.43,35.24,14.63,"2023-10-31","17","n"
"2023-10-31 18:00:00",,,39.29,,17.11,"2023-10-31","18","n"
"2023-10-31 19:00:00",,,45.59,,16.36,"2023-10-31","19","n"
"2023-10-31 20:00:00",,,50.09,,16.57,"2023-10-31","20","n"
"2023-10-31 21:00:00",,,54.59,,14.02,"2023-10-31","21","n"
"2023-10-31 22:00:00",,,56.39,,12.24,"2023-10-31","22","n"
"2023-10-31 23:00:00",,,56.03,,15.89,"2023-10-31","23","n"
"2023-11-01 00:00:00",,,54.05,53.71,,"2023-11-01","00","n"
"2023-11-01 01:00:00",,,50.81,51.66,,"2023-11-01","01","n"
"2023-11-01 02:00:00",,,45.95,48.56,,"2023-11-01","02","n"
"2023-11-01 03:00:00",,,41.09,43.83,2.64,"2023-11-01","03","n"
"2023-11-01 04:00:00",,,38.57,41.68,1.49,"2023-11-01","04","n"
"2023-11-01 05:00:00",,,33.35,34.90,0.55,"2023-11-01","05","n"
"2023-11-01 06:00:00",,,30.29,31.33,0.77,"2023-11-01","06","n"
"2023-11-01 07:00:00",,,27.59,27.28,-0.29,"2023-11-01","07","n"
"2023-11-01 08:00:00",,,28.49,28.13,-0.44,"2023-11-01","08","n"
"2023-11-01 09:00:00",,,24.89,23.43,-0.74,"2023-11-01","09","n"
"2023-11-01 10:00:00",,,22.91,24.55,-0.51,"2023-11-01","10","n"
"2023-11-01 11:00:00",,,20.21,22.60,-0.18,"2023-11-01","11","n"
"2023-11-01 12:00:00",,,20.03,20.75,0.39,"2023-11-01","12","n"
"2023-11-01 13:00:00",,,20.39,19.92,1.47,"2023-11-01","13","n"
"2023-11-01 14:00:00",,,19.49,19.54,1.51,"2023-11-01","14","n"
"2023-11-01 15:00:00",,,23.81,,1.94,"2023-11-01","15","n"
"2023-11-01 16:00:00",,,32.45,,5.31,"2023-11-01","16","n"
"2023-11-01 17:00:00",,,38.03,36.50,16.86,"2023-11-01","17","n"
"2023-11-01 18:00:00",,,45.95,,23.04,"2023-11-01","18","n"
"2023-11-01 19:00:00",,,51.35,,24.48,"2023-11-01","19","n"
"2023-11-01 20:00:00",,,55.67,,17.24,"2023-11-01","20","n"
"2023-11-01 21:00:00",,,58.73,,17.10,"2023-11-01","21","n"
"2023-11-01 22:00:00",,,58.55,,,"2023-11-01","22","n"
"2023-11-01 23:00:00",,,57.47,,,"2023-11-01","23","n"
"2023-11-02 00:00:00",,,56.39,56.64,13.05,"2023-11-02","00","n"
"2023-11-02 01:00:00",,,54.23,56.39,9.03,"2023-11-02","01","n"
